ECONOMY,YEAR,US Dollars at current prices and current exchange rates in millions,US Dollars at current prices and current exchange rates per capita,Percentage of total world,Percentage of Gross Domestic Product
          Japan,1984,4458,37.36143427,0.514843802,0.349492748
          Japan,1985,4743,39.52811383,0.480256281,0.347685572
          Japan,1986,6514,54.03420861,0.573257828,0.322333746
          Japan,1987,9018,74.51440516,0.674435418,0.368280836
          Japan,1988,10416,85.77451069,0.681460334,0.350585069
          Japan,1989,9160,75.18493113,0.498389593,0.308140856
          Japan,1990,9850,80.57181679,0.473296649,0.322101925
          Japan,1991,12297,100.2175847,0.524513732,0.352878345
          Japan,1992,15511,125.9239183,0.639552116,0.408602145
          Japan,1993,16884,136.5429444,0.647206482,0.388136782
          Japan,1994,19211,154.8055113,0.673643575,0.401988525
          Japan,1995,33531,269.3539804,0.975282131,0.636940932
          Japan,1996,29939.65517,239.8722792,0.751153576,0.644897297
          Japan,1997,27079.64602,216.4785829,0.590178707,0.635397502
          Japan,1998,26064.01384,207.9703612,0.452295531,0.675753828
          Japan,1999,46115.45988,367.361309,0.646099291,1.055579341
          Japan,2000,50322.01915,400.2696076,0.675461306,1.078148382
          Japan,2001,50318.66464,399.691926,0.672926603,1.228638198
          Japan,2002,78140.11676,619.9216955,1.041699145,1.994217619
          Japan,2003,89729.22502,711.0974376,0.955835186,2.121710626
          Japan,2004,96984.24894,767.8915196,0.873679734,2.10563457
          Japan,2005,100898.5335,798.2924547,0.872597667,2.21648265
          Japan,2006,107633.4594,851.0942871,0.752660015,2.467198601
          Japan,2007,132850.8772,1050.076014,0.742139182,3.034537458
          Japan,2008,203371.9008,1607.115883,1.31621353,4.167595222
          Japan,2009,200143.5585,1581.516097,1.109381171,3.976638602
          Japan,2010,214879.7176,1698.171694,1.079436226,3.936338379
          Japan,2011,225787.352,1784.919183,1.104732149,3.865795625
          Jordan,1980,907.6952047,394.8748243,0.129865265,22.61850853
          Jordan,1981,1048.505205,439.9518823,0.139955746,24.50029464
          Jordan,1982,1107.935205,446.8051782,0.141317368,24.33543488
          Jordan,1983,1142.795205,442.111235,0.136617926,24.01048142
          Jordan,1984,1220.285205,452.9914782,0.140927832,25.12084764
          Jordan,1985,1245.235205,444.1840025,0.126087292,24.32437097
          Jordan,1986,1267.985205,435.6776033,0.111587726,20.50986775
          Jordan,1987,1307.485205,433.4387095,0.097783803,20.03666612
          Jordan,1988,1331.215205,425.3557999,0.087093928,22.00423366
          Jordan,1989,1329.865205,407.8720553,0.072357094,32.21231854
          Jordan,1990,1367.515205,400.3772155,0.065709682,34.01550784
          Jordan,1991,1355.625205,376.6296178,0.057822561,32.32807554
          Jordan,1992,1396.345205,366.8756425,0.057574336,26.25168888
          Jordan,1993,1362.795205,339.0641728,0.052239392,24.31034483
          Jordan,1994,1365.645205,323.8784644,0.04788705,21.89683188
          Jordan,1995,1378.955205,314.685904,0.040108269,20.48463739
          Jordan,1996,1394.465205,309.1884371,0.034985624,20.1269048
          Jordan,1997,1755.396205,381.0514526,0.038257423,24.22588769
          Jordan,1998,2065.410205,441.1367502,0.035841594,26.10342136
          Jordan,1999,2221.810205,467.6017546,0.031128606,27.26260401
          Jordan,2000,3135.110205,649.4816355,0.042081889,37.05504962
          Jordan,2001,3428.151521,698.1899027,0.045845699,38.19296037
          Jordan,2002,3964.084576,793.0751404,0.052845884,41.36812108
          Jordan,2003,5004.224265,981.8384249,0.053307199,49.08159158
          Jordan,2004,8315.667582,1595.984388,0.074911445,72.87169025
          Jordan,2005,13228.79158,2476.373385,0.114406149,105.0849384
          Jordan,2006,12713.135,2313.533087,0.0889005,81.25764628
          Jordan,2007,19012.72075,3354.726417,0.10620995,107.0212986
          Jordan,2008,20405.79792,3488.795586,0.13206538,89.90142163
          Jordan,2009,20761.40845,3445.538372,0.115078975,82.74002815
          Jordan,2010,21898.59155,3539.32247,0.110006348,79.61955796
          Jordan,2011,23367.60563,3691.466315,0.114332999,76.80482365
          Kazakhstan,1980,_,_,_,_
          Kazakhstan,1981,_,_,_,_
          Kazakhstan,1982,_,_,_,_
          Kazakhstan,1983,_,_,_,_
          Kazakhstan,1984,_,_,_,_
          Kazakhstan,1985,_,_,_,_
          Kazakhstan,1986,_,_,_,_
          Kazakhstan,1987,_,_,_,_
          Kazakhstan,1988,_,_,_,_
          Kazakhstan,1989,_,_,_,_
          Kazakhstan,1990,_,_,_,_
          Kazakhstan,1991,_,_,_,_
          Kazakhstan,1992,0,0,0,0
          Kazakhstan,1993,1271.4,78.02968,0.048735982,5.173469754
          Kazakhstan,1994,1931.1,119.7944159,0.067715013,8.803389409
          Kazakhstan,1995,2895.3522,181.8020171,0.084214168,14.0926169
          Kazakhstan,1996,4032.265329,256.6271463,0.101165177,19.16898852
          Kazakhstan,1997,5353.536329,345.7310228,0.11667594,24.15209211
          Kazakhstan,1998,6505.013709,426.1338467,0.112883175,29.38758341
          Kazakhstan,1999,7976.678901,528.8742978,0.111757025,47.28092799
          Kazakhstan,2000,10077.67749,673.7904439,0.135270431,55.09338868
          Kazakhstan,2001,12916.58578,867.0207655,0.172737378,58.30707823
          Kazakhstan,2002,15464.31837,1037.757473,0.20615745,62.76969737
          Kazakhstan,2003,17587.11401,1175.682155,0.187345677,57.03862363
          Kazakhstan,2004,22376.49813,1486.465607,0.201578021,51.85549031
          Kazakhstan,2005,25607.4178,1687.829352,0.221459839,44.82803192
          Kazakhstan,2006,32879.42181,2147.250965,0.229919453,40.58994203
          Kazakhstan,2007,44590.01117,2881.218869,0.249091275,42.52746512
          Kazakhstan,2008,59034.65826,3770.894749,0.382069576,44.24005444
          Kazakhstan,2009,71846.0835,4535.42378,0.398237609,62.30760687
          Kazakhstan,2010,81854.25263,5107.473991,0.411190253,55.71793927
          Kazakhstan,2011,93623.74006,5776.836198,0.458082149,52.45518219
          Kenya,1980,385.65,23.70669279,0.055175503,4.207994081
          Kenya,1981,399.8,23.65686353,0.053365789,4.625840409
          Kenya,1982,412.8,23.51136548,0.052652727,4.958918213
          Kenya,1983,436.54,23.93596168,0.052187119,5.640255389
          Kenya,1984,447.29,23.61868899,0.051656457,5.580957467
          Kenya,1985,476.14,24.22464253,0.048211939,5.997865193
          Kenya,1986,508.87,24.95965582,0.044782578,5.434191695
          Kenya,1987,548.25,25.94111478,0.041002353,5.318010485
          Kenya,1988,548.64,25.05889049,0.035894431,4.979096689
          Kenya,1989,610.83,26.94983249,0.03323486,5.662752094
          Kenya,1990,667.93,28.48658497,0.032094318,6.052609955
          Kenya,1991,686.73,28.33031932,0.029291642,6.601866953
          Kenya,1992,692.73,27.66236209,0.028562758,6.736850782
          Kenya,1993,694.73,26.87914109,0.02663076,9.73138032
          Kenya,1994,699.03,26.23702154,0.024511846,7.694811031
          Kenya,1995,732.03,26.69136854,0.021291813,6.256293271
          Kenya,1996,742.577,26.3403666,0.018630454,6.202060253
          Kenya,1997,795.577,27.48602684,0.017338949,6.10370359
          Kenya,1998,806.577,27.16075782,0.013996738,5.75450713
          Kenya,1999,820.399,26.93174619,0.011494176,6.409962344
          Kenya,2000,931.304,29.79819894,0.012500687,7.388883841
          Kenya,2001,936.606,29.19941916,0.012525513,7.213842064
          Kenya,2002,964.226,29.28298052,0.01285426,7.332018401
          Kenya,2003,1045.966,30.94088705,0.01114209,7.017808731
          Kenya,2004,1092.03,31.46863182,0.00983752,6.784803804
          Kenya,2005,1113.241,31.25801638,0.009627608,5.940710297
          Kenya,2006,1163.916,31.85237559,0.00813904,5.171932466
          Kenya,2007,1892.968,50.499015,0.010574606,6.96852679
          Kenya,2008,1988.551,51.7105548,0.01286981,6.515745178
          Kenya,2009,2104.812,53.33743785,0.01166682,6.882887568
          Kenya,2010,2282.876,56.34966354,0.0114679,7.027982804
          Kenya,2011,2618.126,62.92100732,0.012809965,7.682318093
          Kiribati,1980,0,0,0,0
          Kiribati,1981,0,0,0,0
          Kiribati,1982,0,0,0,0
          Kiribati,1983,0,0,0,0
          Kiribati,1984,0,0,0,0
          Kiribati,1985,0,0,0,0
          Kiribati,1986,0,0,0,0
          Kiribati,1987,0,0,0,0
          Kiribati,1988,0,0,0,0
          Kiribati,1989,0,0,0,0
          Kiribati,1990,0,0,0,0
          Kiribati,1991,0,0,0,0
          Kiribati,1992,0,0,0,0
          Kiribati,1993,0,0,0,0
          Kiribati,1994,0,0,0,0
          Kiribati,1995,0,0,0,0
          Kiribati,1996,0,0,0,0
          Kiribati,1997,0,0,0,0
          Kiribati,1998,0,0,0,0
          Kiribati,1999,0,0,0,0
          Kiribati,2000,0,0,0,0
          Kiribati,2001,0,0,0,0
          Kiribati,2002,0,0,0,0
          Kiribati,2003,2.582068955,29.08521397,2.75E-05,2.854721447
          Kiribati,2004,4.552660279,50.36240048,4.10E-05,4.577072398
          Kiribati,2005,6.938442349,75.42769002,6.00E-05,6.571741699
          Kiribati,2006,5.921115103,63.30441447,4.14E-05,5.539339136
          Kiribati,2007,8.168473949,85.94503487,4.56E-05,6.409683943
          Kiribati,2008,8.620152139,89.29838954,5.58E-05,6.359801429
          Kiribati,2009,13.67101664,139.4617466,7.58E-05,11.0119653
          Kiribati,2010,19.55616127,196.4535116,9.82E-05,13.38067543
          Kiribati,2011,23.34973527,230.9728198,0.000114246,13.57614804
"          Korea, Dem. People's Rep. of",1980,0,0,0,0
"          Korea, Dem. People's Rep. of",1981,0,0,0,0
"          Korea, Dem. People's Rep. of",1982,0,0,0,0
"          Korea, Dem. People's Rep. of",1983,0,0,0,0
"          Korea, Dem. People's Rep. of",1984,0,0,0,0
"          Korea, Dem. People's Rep. of",1985,0,0,0,0
"          Korea, Dem. People's Rep. of",1986,0,0,0,0
"          Korea, Dem. People's Rep. of",1987,3.14,0.162843036,0.000234833,0.021818889
"          Korea, Dem. People's Rep. of",1988,4.09,0.209135948,0.000267586,0.028817576
"          Korea, Dem. People's Rep. of",1989,633.1,31.90850188,0.034446556,4.014237542
"          Korea, Dem. People's Rep. of",1990,572.31,28.41205266,0.027499737,3.892655153
"          Korea, Dem. People's Rep. of",1991,706.08,34.49984316,0.030116992,5.158597254
"          Korea, Dem. People's Rep. of",1992,708,34.03150962,0.029192373,5.683268988
"          Korea, Dem. People's Rep. of",1993,716.49,33.88452296,0.027464876,6.66869828
"          Korea, Dem. People's Rep. of",1994,715.83,33.33875605,0.025100946,8.617112032
"          Korea, Dem. People's Rep. of",1995,715.82,32.87967267,0.020820329,14.76131862
"          Korea, Dem. People's Rep. of",1996,717.66,32.56334154,0.018005313,6.778110174
"          Korea, Dem. People's Rep. of",1997,1025.03,46.00936957,0.022339689,9.929776066
"          Korea, Dem. People's Rep. of",1998,1055.69,46.92849283,0.01831966,10.27586699
"          Korea, Dem. People's Rep. of",1999,1040.81,45.85333927,0.014582238,10.12461089
"          Korea, Dem. People's Rep. of",2000,1044.23,45.61132467,0.014016468,9.843883457
"          Korea, Dem. People's Rep. of",2001,1040.4,45.07131288,0.013913581,9.439422712
"          Korea, Dem. People's Rep. of",2002,1024.01,44.01584624,0.013651251,9.385976169
"          Korea, Dem. People's Rep. of",2003,1182.23,50.44385799,0.012593634,10.69794589
"          Korea, Dem. People's Rep. of",2004,1379.12,58.44376896,0.012423762,12.34885387
"          Korea, Dem. People's Rep. of",2005,1429.36,60.1938664,0.01236149,10.96875462
"          Korea, Dem. People's Rep. of",2006,1324.74,55.4691486,0.009263651,9.624397883
"          Korea, Dem. People's Rep. of",2007,1391.47,57.9571342,0.007773109,9.680012874
"          Korea, Dem. People's Rep. of",2008,1435.27,59.48977982,0.009289001,10.76172831
"          Korea, Dem. People's Rep. of",2009,1437.24,59.29653379,0.007966517,11.94201736
"          Korea, Dem. People's Rep. of",2010,1474.897,60.58010052,0.007409063,12.01235608
"          Korea, Dem. People's Rep. of",2011,1529.897,62.56918604,0.007485479,12.46030572
"          Korea, Republic of",1980,1138.633,30.39635041,0.16290587,1.768472932
"          Korea, Republic of",1981,1273.789,33.47266558,0.170026901,1.759403882
"          Korea, Republic of",1982,1363.159,35.24723035,0.173871217,1.758363143
"          Korea, Republic of",1983,1452.81,36.96380933,0.173679315,1.690055104
"          Korea, Republic of",1984,1585.401,39.71347798,0.183094186,1.669807173
"          Korea, Republic of",1985,1803.286,44.51466371,0.182593175,1.830701706
"          Korea, Republic of",1986,2238.947,54.51960444,0.197036213,1.968527135
"          Korea, Republic of",1987,2840.804,68.29786492,0.212457178,1.981336873
"          Korea, Republic of",1988,3689.151,87.64937144,0.241360414,1.920299572
"          Korea, Republic of",1989,4426.412,104.0234993,0.240838174,1.8737475
"          Korea, Republic of",1990,5185.608,120.6506273,0.249170649,1.917720675
"          Korea, Republic of",1991,6318.117133,145.6708844,0.269491681,2.002094931
"          Korea, Republic of",1992,6885.360591,157.4542302,0.283898326,2.03606096
"          Korea, Republic of",1993,7431.627107,168.6811427,0.284873089,1.996625511
"          Korea, Republic of",1994,8226.963844,185.4347298,0.288482709,1.888696378
"          Korea, Republic of",1995,9497.42027,212.6503484,0.276241814,1.788122206
"          Korea, Republic of",1996,11509.5617,256.0546653,0.288762458,2.008645851
"          Korea, Republic of",1997,14151.00493,312.8830595,0.308409563,2.658766758
"          Korea, Republic of",1998,22195,487.8534278,0.385155539,6.20822319
"          Korea, Republic of",1999,41852.4,914.8264736,0.586371816,9.062728146
"          Korea, Republic of",2000,43738,951.0819694,0.587085477,8.200077438
"          Korea, Republic of",2001,53207.5,1151.414458,0.711559865,10.5448236
"          Korea, Republic of",2002,62658.3,1349.78737,0.83530842,10.87950383
"          Korea, Republic of",2003,66069.7,1417.049458,0.703803515,10.26309275
"          Korea, Republic of",2004,87766.4,1874.121076,0.790641014,12.15641886
"          Korea, Republic of",2005,104879.1,2229.37716,0.907022677,12.41370285
"          Korea, Republic of",2006,115773.5,2449.313573,0.809581748,12.16398283
"          Korea, Republic of",2007,121956.5,2567.539857,0.681280388,11.62332843
"          Korea, Republic of",2008,94679,1983.472937,0.612758106,10.16518032
"          Korea, Republic of",2009,117732.1,2454.596969,0.652580457,14.11553577
"          Korea, Republic of",2010,127046.6,2636.719593,0.638211479,12.5246898
"          Korea, Republic of",2011,131707.5,2721.716155,0.644418335,11.80524058
          Kuwait,1980,30.37,22.05578509,0.00434508,0.105853417
          Kuwait,1981,31.58,21.84410448,0.004215337,0.125075164
          Kuwait,1982,31.49,20.79902881,0.004016556,0.14590147
          Kuwait,1983,31.53,19.90140818,0.003769322,0.151081034
          Kuwait,1984,25.5,15.36180669,0.002944934,0.117503173
          Kuwait,1985,32.75,18.7993339,0.003316128,0.152708046
          Kuwait,1986,18.22,9.924725695,0.001603432,0.101761192
          Kuwait,1987,11.9,6.142518825,0.000889974,0.053202193
          Kuwait,1988,28.22,13.91404846,0.001846276,0.136397115
          Kuwait,1989,31.88,15.30080872,0.00173457,0.131117007
          Kuwait,1990,37.48,17.95288278,0.00180093,0.202914666
          Kuwait,1991,38.28,18.84782108,0.001632787,0.347550339
          Kuwait,1992,73.58,38.24171278,0.003033863,0.37032825
          Kuwait,1993,86.8547078,48.36072854,0.003329361,0.362551561
          Kuwait,1994,86.8647078,51.47379624,0.003045956,0.34942484
          Kuwait,1995,93.56583838,57.47601581,0.002721455,0.352359763
          Kuwait,1996,440.9015895,270.8041112,0.011061744,1.400039362
          Kuwait,1997,460.89,274.5334201,0.01004472,1.518523347
          Kuwait,1998,519.89,294.7735235,0.009021785,2.003786641
          Kuwait,1999,592.1597633,318.842528,0.008296437,1.965780992
          Kuwait,2000,608.4595755,313.5119357,0.008167218,1.613188748
          Kuwait,2001,428.7496102,213.3519956,0.005733797,1.228875187
          Kuwait,2002,444.3138839,214.6634696,0.005923224,1.165084741
          Kuwait,2003,383.7801154,180.4507437,0.004088195,0.801646428
          Kuwait,2004,407.5358503,186.1332004,0.003671275,0.68566348
          Kuwait,2005,645.2054795,284.9829901,0.005579911,0.79854194
          Kuwait,2006,773.319776,328.8705845,0.005407676,0.761448976
          Kuwait,2007,945.4212454,386.230204,0.005281366,0.824719666
          Kuwait,2008,8721.630133,3422.460302,0.056445987,5.9177728
          Kuwait,2009,10332.15247,3904.397511,0.057270369,9.756350047
          Kuwait,2010,11235.16393,4105.321213,0.056439217,9.036515805
          Kuwait,2011,10764.79078,3819.953988,0.052669958,6.095788346
          Kyrgyzstan,1980,_,_,_,_
          Kyrgyzstan,1981,_,_,_,_
          Kyrgyzstan,1982,_,_,_,_
          Kyrgyzstan,1983,_,_,_,_
          Kyrgyzstan,1984,_,_,_,_
          Kyrgyzstan,1985,_,_,_,_
          Kyrgyzstan,1986,_,_,_,_
          Kyrgyzstan,1987,_,_,_,_
          Kyrgyzstan,1988,_,_,_,_
          Kyrgyzstan,1989,_,_,_,_
          Kyrgyzstan,1990,_,_,_,_
          Kyrgyzstan,1991,_,_,_,_
          Kyrgyzstan,1992,0,0,0,0
          Kyrgyzstan,1993,10,2.218985955,0.000383325,0.527935621
          Kyrgyzstan,1994,48.18,10.60591752,0.001689456,3.117664243
          Kyrgyzstan,1995,144.27,31.41675931,0.004196235,9.67025976
          Kyrgyzstan,1996,191.03,41.00398921,0.004792736,10.45762022
          Kyrgyzstan,1997,274.00001,57.81489865,0.005971606,15.50338721
          Kyrgyzstan,1998,383.30001,79.45902564,0.006651504,23.36662487
          Kyrgyzstan,1999,427.6,87.2855243,0.005990877,34.21899469
          Kyrgyzstan,2000,431.8,87.14693684,0.005795956,31.5164888
          Kyrgyzstan,2001,414.41,83.08232811,0.005542029,27.13510321
          Kyrgyzstan,2002,470.118,93.97302372,0.006267223,29.27812934
          Kyrgyzstan,2003,501.627,100.1581759,0.005343552,26.10561331
          Kyrgyzstan,2004,503.504,100.3322595,0.004535801,22.7602087
          Kyrgyzstan,2005,517.692,102.6681641,0.00447714,21.04227921
          Kyrgyzstan,2006,1125.409,221.3749212,0.007869768,39.70860744
          Kyrgyzstan,2007,818.547,159.2747761,0.004572614,21.52614881
          Kyrgyzstan,2008,1062.489,204.1636754,0.00687638,20.67115728
          Kyrgyzstan,2009,1003.777,190.4377132,0.005563863,21.40221473
          Kyrgyzstan,2010,1033.867,193.8177313,0.005193573,22.39679299
          Kyrgyzstan,2011,1274.307,236.3074818,0.006234928,22.3617652
          Lao People's Dem. Rep.,1980,2.17,0.670880538,0.000310465,0.675491548
          Lao People's Dem. Rep.,1981,2.17,0.65817849,0.000289654,0.535511451
          Lao People's Dem. Rep.,1982,2.17,0.643517246,0.000276784,0.482030856
          Lao People's Dem. Rep.,1983,2.17,0.627555772,0.000259417,0.450181448
          Lao People's Dem. Rep.,1984,2.17,0.611152434,0.000250608,0.407642201
          Lao People's Dem. Rep.,1985,0.55,0.150777711,5.57E-05,0.091876514
          Lao People's Dem. Rep.,1986,0.55,0.146724378,4.84E-05,0.085712692
          Lao People's Dem. Rep.,1987,0.55,0.142723687,4.11E-05,0.084172865
          Lao People's Dem. Rep.,1988,2.55,0.64349837,0.000166832,0.384280439
          Lao People's Dem. Rep.,1989,6.55,1.607059481,0.000356381,0.83859458
          Lao People's Dem. Rep.,1990,12.55,2.993502073,0.000603033,1.449736855
          Lao People's Dem. Rep.,1991,19.45,4.510303899,0.000829616,1.891351565
          Lao People's Dem. Rep.,1992,27.25,6.144902437,0.001123577,2.42222386
          Lao People's Dem. Rep.,1993,57.15,12.54055107,0.002190704,4.500516721
          Lao People's Dem. Rep.,1994,116.35,24.87184108,0.004079873,7.900465554
          Lao People's Dem. Rep.,1995,211.45,44.09698877,0.006150231,12.46801145
          Lao People's Dem. Rep.,1996,371.25,75.64242577,0.009314261,20.76730881
          Lao People's Dem. Rep.,1997,457.55,91.20762847,0.009971928,27.46128549
          Lao People's Dem. Rep.,1998,502.85,98.19668434,0.008726085,41.01006437
          Lao People's Dem. Rep.,1999,554.458,106.1992905,0.007768218,39.96228598
          Lao People's Dem. Rep.,2000,588.348,110.6528796,0.007897265,35.58244017
          Lao People's Dem. Rep.,2001,612.248,113.1924498,0.008187776,36.59563565
          Lao People's Dem. Rep.,2002,616.748,112.203322,0.008221972,35.32750525
          Lao People's Dem. Rep.,2003,636.148,113.9635989,0.006776528,31.31520545
          Lao People's Dem. Rep.,2004,653.148,115.2535135,0.005883864,27.25180841
          Lao People's Dem. Rep.,2005,680.848,118.3395874,0.005888157,24.85303358
          Lao People's Dem. Rep.,2006,868.248,148.6325941,0.006071491,26.11253585
          Lao People's Dem. Rep.,2007,1191.762,200.9247419,0.006657489,28.28145981
          Lao People's Dem. Rep.,2008,1419.518,235.7219801,0.009187055,26.85851096
          Lao People's Dem. Rep.,2009,1738.136,284.3742367,0.009634361,31.12149543
          Lao People's Dem. Rep.,2010,2070.736,333.9415252,0.010402226,31.87725095
          Lao People's Dem. Rep.,2011,2520.736,400.8780483,0.012333455,32.22668665
          Latvia,1980,_,_,_,_
          Latvia,1981,_,_,_,_
          Latvia,1982,_,_,_,_
          Latvia,1983,_,_,_,_
          Latvia,1984,_,_,_,_
          Latvia,1985,_,_,_,_
          Latvia,1986,_,_,_,_
          Latvia,1987,_,_,_,_
          Latvia,1988,_,_,_,_
          Latvia,1989,_,_,_,_
          Latvia,1990,_,_,_,_
          Latvia,1991,_,_,_,_
          Latvia,1992,176.2622384,67.46306663,0.007267674,3.218525209
          Latvia,1993,221.3852384,86.10492681,0.008486257,4.646506551
          Latvia,1994,435.8382384,172.3434872,0.015282892,8.902583033
          Latvia,1995,615.4562384,246.9633936,0.01790115,12.4165215
          Latvia,1996,936.1510791,380.1448131,0.023487018,16.47658209
          Latvia,1997,1271.186441,521.1929347,0.027704467,20.33242627
          Latvia,1998,1557.11775,643.4852154,0.027021065,23.12751695
          Latvia,1999,1795.883362,747.5210168,0.025161171,24.63988466
          Latvia,2000,2083.686786,873.6734797,0.027968866,26.79693472
          Latvia,2001,2328.056426,983.4218137,0.031133797,28.31912748
          Latvia,2002,2751.346801,1170.616507,0.036678671,29.82478317
          Latvia,2003,3276.89464,1403.846947,0.034906924,29.3974029
          Latvia,2004,4528.875969,1952.750664,0.040798245,32.97339205
          Latvia,2005,4929.173693,2137.980408,0.04262882,30.92754344
          Latvia,2006,7476.119403,3260.295935,0.052279061,37.65471397
          Latvia,2007,10841.73554,4751.61888,0.060564724,37.84067532
          Latvia,2008,11537.37374,5079.862582,0.074669349,34.4884839
          Latvia,2009,11602.04499,5130.515433,0.064309291,44.87538487
          Latvia,2010,10750.65421,4773.69795,0.054005309,44.76859978
          Latvia,2011,12109.00735,5398.234866,0.05924694,42.84763329
          Lebanon,1980,20.04,7.170875083,0.002867152,0.491854364
          Lebanon,1981,21.7,7.72973154,0.002896542,0.557208854
          Lebanon,1982,21.03,7.436963512,0.002682381,0.791781141
          Lebanon,1983,21.63,7.585191378,0.002585805,0.60317924
          Lebanon,1984,26.7,9.295997081,0.003083519,1.060037485
          Lebanon,1985,33.63,11.6549026,0.003405233,1.55085548
          Lebanon,1986,44.11,15.27113976,0.003881855,1.648000997
          Lebanon,1987,45.36,15.72391359,0.00339237,2.183074801
          Lebanon,1988,45.09,15.62998295,0.002949985,1.360780288
          Lebanon,1989,46.68,16.08051003,0.002539828,1.717440763
          Lebanon,1990,53.13,18.02011415,0.002552919,1.889707816
          Lebanon,1991,54.76,18.09613223,0.002335722,1.319196547
          Lebanon,1992,73.22,23.38710579,0.003019019,1.33987543
          Lebanon,1993,80.62,24.80768811,0.003090369,1.069610679
          Lebanon,1994,103.18,30.66369758,0.00361806,1.156283128
          Lebanon,1995,138.18,39.90211881,0.004019101,1.260177144
          Lebanon,1996,218.18,61.64779719,0.0054739,1.679346119
          Lebanon,1997,2017.78,560.9073346,0.043975863,12.93848476
          Lebanon,1998,3152.683121,865.1304016,0.05470932,18.64374255
          Lebanon,1999,4024.359663,1090.602621,0.056383172,23.66010544
          Lebanon,2000,4988.462807,1332.9835,0.06695903,29.90934925
          Lebanon,2001,6439.680932,1693.35924,0.086119786,37.73543888
          Lebanon,2002,7775.645166,2009.987625,0.103658444,41.55335208
          Lebanon,2003,10635.66548,2702.548337,0.113295788,53.71098359
          Lebanon,2004,13119.35817,3281.445811,0.118185349,61.11879985
          Lebanon,2005,16440.84967,4057.044844,0.142184892,75.207346
          Lebanon,2006,19572.52342,4776.74895,0.13686688,87.22751451
          Lebanon,2007,22948.50418,5549.991434,0.128196249,91.5838144
          Lebanon,2008,27281.54965,6547.181704,0.176564927,91.14204436
          Lebanon,2009,32085.15231,7644.800753,0.177845663,92.92495266
          Lebanon,2010,36365.03315,8601.821116,0.182677707,92.65514885
          Lebanon,2011,40644.91398,9542.392419,0.198867398,98.48249289
          Lesotho,1980,5.15,3.93135473,0.000736818,1.466938384
          Lesotho,1981,9.94,7.38814834,0.001326803,2.787957623
          Lesotho,1982,12.97917776,9.394737719,0.001655497,3.966913696
          Lesotho,1983,17.82613944,12.57380825,0.002131064,5.014528662
          Lesotho,1984,20.13078669,13.85370202,0.002324857,6.641160158
          Lesotho,1985,24.93185639,16.76565696,0.002524495,10.07017034
          Lesotho,1986,26.94495906,17.73430882,0.002371263,9.266189826
          Lesotho,1987,32.59320589,21.02592139,0.002437571,8.829184353
          Lesotho,1988,53.17847863,33.65939529,0.003479169,12.37259282
          Lesotho,1989,66.52360651,41.33477395,0.003619506,14.73546191
          Lesotho,1990,82.64066973,50.41595247,0.003970919,15.17345793
          Lesotho,1991,89.88360877,53.84863842,0.003833877,14.76385505
          Lesotho,1992,97.52734073,57.39319662,0.004021263,13.53636305
          Lesotho,1993,112.8590379,65.24036004,0.004326173,15.64184123
          Lesotho,1994,155.4409912,88.240632,0.005450618,20.58547199
          Lesotho,1995,178.8481854,99.66291216,0.005201976,20.81538705
          Lesotho,1996,206.875678,113.0948993,0.005190287,25.35766289
          Lesotho,1997,238.575678,127.9076644,0.005199562,27.75008843
          Lesotho,1998,265.375678,139.6007274,0.004605132,33.11231133
          Lesotho,1999,298.075678,154.0970772,0.004176181,37.18755807
          Lesotho,2000,329.575678,167.8188146,0.004423821,42.73158064
          Lesotho,2001,357.775678,179.8787008,0.004784642,50.64737321
          Lesotho,2002,384.675678,191.3560866,0.005128177,58.57242515
          Lesotho,2003,426.575678,210.241855,0.004544072,44.01494724
          Lesotho,2004,479.875678,234.4280759,0.004322946,38.86795599
          Lesotho,2005,537.175678,260.0388033,0.00464564,39.63799778
          Lesotho,2006,629.175678,301.6817432,0.004399704,44.47032901
          Lesotho,2007,734.875678,348.9226096,0.004105205,46.47657948
          Lesotho,2008,933.735678,438.9068398,0.006043094,58.33599849
          Lesotho,2009,1075.476827,500.4077453,0.00596129,62.51861125
          Lesotho,2010,1128.676827,519.81185,0.005669845,53.00240032
          Lesotho,2011,1181,538.3247571,0.005778396,49.46652698
          Liberia,1980,868.23,451.6066279,0.124218921,113.4651304
          Liberia,1981,1156.18,581.3072449,0.154328309,131.3616902
          Liberia,1982,1469.05,713.310088,0.187377636,160.9550884
          Liberia,1983,1518.15,713.9346941,0.181490527,167.5144713
          Liberia,1984,1554.35,713.1776472,0.179508179,173.9768057
          Liberia,1985,1538.15,695.5205699,0.155746616,174.5943695
          Liberia,1986,1521.65,685.011367,0.133911233,175.7355983
          Liberia,1987,1560.15,705.0919921,0.11668002,171.5325733
          Liberia,1988,1850.3,844.9510487,0.121054729,191.3500475
          Liberia,1989,2506.34,1160.738103,0.136368316,251.5293433
          Liberia,1990,2731.58,1284.181547,0.13125357,560.7476896
          Liberia,1991,2739.99,1310.150596,0.116870975,621.3076222
          Liberia,1992,2729.14,1328.579447,0.112528352,963.5743585
          Liberia,1993,2675.52,1317.606549,0.102559458,1316.257279
          Liberia,1994,2692.9,1320.099494,0.094427921,1607.406497
          Liberia,1995,2697.5,1287.84092,0.078459442,1579.09591
          Liberia,1996,2565.37,1164.061858,0.06436236,1269.985149
